nct_id,brief_title,official_title,overall_status,start_date,completion_date,last_update,study_type,phase,enrollment,enrollment_type,allocation,intervention_model,primary_purpose,masking,condition,intervention_name,intervention_type,primary_outcome_count,secondary_outcome_count,min_age,max_age,sex,healthy_volunteers,lead_sponsor_name,lead_sponsor_class,collaborator_count,location_count,countries
NCT01328444,An Exercise Endurance Study to Evaluate the Effects of Treatment of Chronic Obstructive Pulmonary Disease (COPD) Patients With a Dual Bronchodilator: GSK573719/GW642444. Study A,An Exercise Endurance Study to Evaluate the Effects of Treatment of Chronic Obstructive Pulmonary Disease (COPD) Patients With a Dual Bronchodilator: GSK573719/GW642444. Study A,COMPLETED,2011-03-01,2012-06-14,2017-10-11,INTERVENTIONAL,PHASE3,349.0,ACTUAL,RANDOMIZED,CROSSOVER,TREATMENT,DOUBLE,"Pulmonary Disease, Chronic Obstructive",GSK 573719 +GW642444 125/25|GSK573719 + GW642444 62.5/25|GSK 573719 125|GSK 573719 62.5|GW642444 25|Plb,DRUG,2,4,40 Years,,ALL,False,GlaxoSmithKline,INDUSTRY,0,31,United States|United Kingdom|Russia|Germany|Estonia|Bulgaria
NCT01648634,Nebivolol for the Prevention of Left Ventricular Systolic Dysfunction in Patients With Duchenne Muscular Dystrophy,"A Randomized, Double-Blind, Placebo-Controlled, Multi-center Study to Examine the Effect of Nebivolol, a Beta-Blockade Drug, for the Prevention of Ventricular Systolic Dysfunction in Patients With Duchenne Muscular Dystrophy",COMPLETED,2012-02-13,2021-07-20,2025-11-20,INTERVENTIONAL,PHASE3,51.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,DOUBLE,Duchenne Muscular Dystrophy|Cardiomyopathy|Heart Failure,Nebivolol|Placebo,DRUG,1,5,10 Years,15 Years,MALE,False,Assistance Publique - Hôpitaux de Paris,OTHER,2,1,France
NCT02534909,"Proof of Concept Study to Assess the Efficacy, Safety and Pharmacokinetics of LFG316 in Patients With Paroxysmal Nocturnal Hemoglobinuria","An Open-label Proof of Concept Study to Assess the Efficacy, Safety and Pharmacokinetics of LFG316, an Anti-C5 Monoclonal Antibody in Patients With Paroxysmal Nocturnal Hemoglobinuria (PNH)",COMPLETED,2015-09-09,2022-05-24,2025-05-16,INTERVENTIONAL,PHASE2,10.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Paroxysmal Nocturnal Hemoglobinuria,LFG316|LNP023,DRUG|BIOLOGICAL,2,4,18 Years,,ALL,False,Novartis Pharmaceuticals,INDUSTRY,0,7,Czechia|Japan|Lithuania
NCT03961009,"Clinical Assessment of Pharmacokinetics, Efficacy, and Safety of 10% IVIg in PID Patients","A Phase III, Open-label, Prospective, Multicenter Study to Assess Efficacy, Safety and Pharmacokinetics of Kedrion Intravenous Immunoglobulin (IVIg) 10% in Primary Immunodeficiency Disease (PID) Patients",COMPLETED,2019-04-30,2020-12-21,2025-04-13,INTERVENTIONAL,PHASE3,47.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Primary Immunodeficiency Disease,Kedrion IVIG 10%,BIOLOGICAL,1,78,2 Years,70 Years,ALL,False,Kedrion S.p.A.,INDUSTRY,0,11,United States
NCT04052932,A Study of Evaluating the Efficacy and Safety of SHR4640 in Subjects With Gout,"A Phase3, Multicentre, Randomized, Double-Blind, Allopurinol and Placebo-Controlled Study to Evaluate the Efficacy and Safety of SHR4640 Monotherapy in Subjects With Gout",COMPLETED,2019-07-16,2021-07-14,2022-06-13,INTERVENTIONAL,PHASE3,594.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Gout,SHR4640 dose1|SHR4640 dose2|Placebo oral tablet|Allopurinol 300 MG,DRUG,1,4,18 Years,75 Years,ALL,False,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY,0,1,China
NCT02820987,"PK/PD of Extended-infusion Meropenem, Piperacillin-tazobactam and Cefepime in the Early Phase of Septic Shock","Pharmacokinetics and Pharmacodynamic (PK/PD) of Extended-infusion Meropenem, Piperacillin-tazobactam and Cefepime in the Early Phase of Septic Shock",COMPLETED,2016-09-27,2018-10-04,2025-01-16,INTERVENTIONAL,PHASE3,119.0,ACTUAL,NON_RANDOMIZED,PARALLEL,TREATMENT,NONE,Septic Shock,MEROPENEM|PIPERACILLIN-TAZOBACTAM|CEFEPIME,DRUG,1,1,18 Years,,ALL,False,Centre Hospitalier Universitaire de Besancon,OTHER,0,1,France
NCT02163187,Sacral Neuromodulation (SNM) With InterStimTM for Bowel Dysfunction Following Surgery for Rectal Cancers With Sphincter Preservation,Randomized Crossover Study of the Efficacy of Sacral Neuromodulation (SNM) With InterStimTM for Bowel Dysfunction Following Surgery for Rectal Cancers With Sphincter Preservation,TERMINATED,2014-06-10,2016-12-19,2018-02-05,INTERVENTIONAL,PHASE2|PHASE3,4.0,ACTUAL,RANDOMIZED,CROSSOVER,TREATMENT,SINGLE,Rectal Cancer|for Bowel Dysfunction Following Surgery for Rectal Cancers,Implantation of the InterStimTM|MSK BFI questionnaires|The Low Anterior Resection Score (LARS) questionnaires|The EuroQOL5D questionnaires|The Fecal incontinence Quality of Life Scale (FIQOL) questionnaires,DEVICE|BEHAVIORAL,1,1,18 Years,,ALL,False,Memorial Sloan Kettering Cancer Center,OTHER,1,2,United States
NCT01536314,Prophylaxis of Neuropathic Pain by mémantine,Preventing the Development of Neuropathic Pain Post-mastectomy/Tumorectomy by Pre-emptive or Post-operative Memantine Administration,COMPLETED,2012-02,2013-11,2014-07-01,INTERVENTIONAL,PHASE3,43.0,ACTUAL,,SINGLE_GROUP,PREVENTION,NONE,Neuropathic Pain,Memantine EBIXA®|Placebo : lactose,DRUG,1,3,18 Years,,FEMALE,False,"University Hospital, Clermont-Ferrand",OTHER,0,1,France
NCT01332916,Impact of Cancer on Memory Functioning: Understanding Disorders Using Approaches in Neuropsychology and Neuroimaging,Impact of Cancer on Memory Functioning: Understanding Disorders Using Approaches in Neuropsychology and Neuroimaging,TERMINATED,2010-12,2014-04,2014-04-25,INTERVENTIONAL,PHASE2,60.0,ESTIMATED,NON_RANDOMIZED,PARALLEL,,NONE,Breast Cancer|Healthy,cognitive tests and cerebral IRM|cognitive tests and cerebral IRM,PROCEDURE,1,1,45 Years,,FEMALE,True,Centre Francois Baclesse,OTHER,0,2,France
NCT02164916,S1406 Phase II Study of Irinotecan and Cetuximab With or Without Vemurafenib in BRAF Mutant Metastatic Colorectal Cancer,Randomized Phase II Study of Irinotecan and Cetuximab With or Without Vemurafenib in BRAF Mutant Metastatic Colorectal Cancer,COMPLETED,2014-11,2020-11-19,2020-12-30,INTERVENTIONAL,PHASE2,106.0,ACTUAL,RANDOMIZED,CROSSOVER,TREATMENT,NONE,Colorectal Cancer,cetuximab|irinotecan hydrochloride|vemurafenib,DRUG|BIOLOGICAL,1,1,18 Years,,ALL,False,SWOG Cancer Research Network,NETWORK,2,763,United States
NCT01970306,Evaluate Esophageal Reinforcement With ACell MatriStem Surgical Matrix: A Degradable Biologic Scaffold Material,A Prospective Phase II Trial to Evaluate Esophageal Reinforcement With ACell MatriStem Surgical Matrix: A Degradable Biologic Scaffold Material,COMPLETED,2013-10-18,2023-02-24,2023-11-03,INTERVENTIONAL,PHASE2,78.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Esophageal Adenocarcinoma,MatriStem PSM,DEVICE,1,2,18 Years,,ALL,False,Memorial Sloan Kettering Cancer Center,OTHER,1,4,United States
NCT01240304,A Phase II Study to Assess the Efficacy and Safety of Preoperative Chemo With Radiation Therapy for Patients With Borderline Unresectable Adenocarcinoma of the Pancreas,A Phase II Study to Assess the Efficacy and Safety of Preoperative Chemotherapy With Radiation Therapy for Patients With Borderline Unresectable Adenocarcinoma of the Pancreas,TERMINATED,2010-11,2019-10,2019-12-10,INTERVENTIONAL,PHASE2,10.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Pancreatic Cancer,Gemcitabine|Radiation therapy|pancreaticoduodenectomy,RADIATION|PROCEDURE|DRUG,1,0,18 Years,,ALL,False,University of Arkansas,OTHER,0,1,United States
NCT02412852,A Phase 2a Study to Assess Safety & Pharmacokinetics of Sustained Release Sodium Nitrite in Patients With Diabetic Pain,"A Randomized, Double-blinded, Phase 2a Study to Assess the Safety and Pharmacokinetics of a Sustained Release Formulation of Sodium Nitrite (TV1001sr) in Patients With Diabetic Neuropathic Pain (DNP)",COMPLETED,2015-04-28,2017-04-03,2020-04-24,INTERVENTIONAL,PHASE2,26.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Diabetes,Sodium nitrite|Placebo,DRUG,1,6,18 Years,,ALL,False,TheraVasc Inc.,INDUSTRY,1,1,United States
NCT03039049,GNRH Agonist Trigger and Modified Luteal Phase Adding a Bolus of GnRHa at the Time of Implantation: a RCT,"GnRH Agonist Trigger and Modified Luteal Phase Support, Adding a Mid-luteal Bolus of GnRHa: a Randomised Controlled Trial.",COMPLETED,2014-03,2017-03,2017-07-07,INTERVENTIONAL,PHASE3,328.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Infertility,Triptorelin 0.1 mg,DRUG,1,4,18 Years,40 Years,FEMALE,False,Centre Hospitalier Universitaire Ibn Rochd,OTHER,0,2,Algeria
NCT01594749,Efficacy and Safety of Fosaprepitant Dimeglumine in Preventing Chemotherapy-Induced Nausea and Vomiting (MK-0517-031),"A Phase III, Randomized, Double-Blind, Active Comparator-Controlled Parallel-Group Study, Conducted Under In-House Blinding Conditions, to Examine the Efficacy and Safety of a Single 150 mg Dose of Intravenous Fosaprepitant Dimeglumine for the Prevention of Chemotherapy-Induced Nausea and Vomiting (CINV) Associated With Moderately Emetogenic Chemotherapy",COMPLETED,2012-09-24,2014-11-03,2018-09-04,INTERVENTIONAL,PHASE3,1015.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,DOUBLE,Chemotherapy-Induced Nausea and Vomiting (CINV),Fosaprepitant dimeglumine|Fosaprepitant Placebo|Dexamethasone|Ondansetron|Dexamethasone Placebo|Ondansetron Placebo|Rescue Therapy,DRUG,3,3,18 Years,,ALL,False,Merck Sharp & Dohme LLC,INDUSTRY,0,0,
NCT05087849,Intralesional HPV Vaccine for Condylomata,Therapeutic Intralesional Nonavalent HPV Vaccine for Genital Condylomata in Adults: an Open Label Pilot Study,COMPLETED,2022-04-15,2024-07-01,2025-10-02,INTERVENTIONAL,PHASE1|PHASE2,2.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,"Human Papilloma Virus|Warts|Warts, Genital|Condyloma|Condylomata Acuminata",nonavalent human papillomavirus vaccine,BIOLOGICAL,2,2,18 Years,,ALL,False,"University of California, San Francisco",OTHER,0,1,United States
NCT05991349,"A Study of IBI129 in Subjects With Unresectable, Locally Advanced or Metastatic Solid Tumors","A Phase 1/2 Study of IBI129 in Subjects With Unresectable, Locally Advanced or Metastatic Solid Tumors",COMPLETED,2024-03-12,2025-05-31,2025-11-25,INTERVENTIONAL,PHASE1|PHASE2,180.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Solid Tumor,IBI129,DRUG,4,13,18 Years,,ALL,False,Innovent Biologics (Suzhou) Co. Ltd.,INDUSTRY,0,7,Australia|China
NCT03613571,"A Study to Evaluate the Safety, Tolerability and Efficacy of ILB in Patients With Amyotrophic Lateral Sclerosis","A Single-centre, Open Single-arm Study Where the Safety, Tolerability and Efficacy of Subcutaneously Administered ILB Will be Evaluated in Patients With Amyotrophic Lateral Sclerosis",TERMINATED,2018-08-15,2019-08-20,2023-06-12,INTERVENTIONAL,PHASE2,13.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Amyotrophic Lateral Sclerosis,ILB,DRUG,17,9,18 Years,80 Years,ALL,False,TikoMed AB,INDUSTRY,0,1,Sweden
NCT03503344,Apalutamide With or Without Stereotactic Body Radiation in Treating Castration-Resistant Prostate Cancer,"A Randomized, Phase II Study of Apalutamide +/- Stereotactic Body Radiotherapy (SBRT) in Castration-Resistant Prostate Cancer Patients With Oligometastatic Disease on PSMA-PET Imaging",COMPLETED,2019-12-17,2025-10-31,2026-01-21,INTERVENTIONAL,PHASE2,26.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Castration Levels of Testosterone|Castration-Resistant Prostate Carcinoma|PSA Progression|Stage IV Prostate Adenocarcinoma AJCC v7,Apalutamide|Stereotactic Body Radiation Therapy,RADIATION|DRUG,1,2,18 Years,,MALE,False,"University of California, San Francisco",OTHER,1,1,United States
NCT03169244,Buproprion for Binge Drinking,Efficacy and Safety of the Melanocortin Activator Bupropion in Treating Binge Drinking,COMPLETED,2017-09-04,2019-09-17,2020-08-26,INTERVENTIONAL,PHASE2,42.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Alcohol Abuse,Bupropion|Placebo Oral Tablet,DRUG,2,1,21 Years,44 Years,ALL,False,"University of North Carolina, Chapel Hill",OTHER,1,1,United States
NCT01829464,TAK-875 (Fasiglifam) in Combination With Sitagliptin in Adults With Type 2 Diabetes,"A Randomized, Double-Blind, Placebo-Controlled, Phase 3 Study to Evaluate the Efficacy and Safety of Daily Oral Fasiglifam 25 mg and 50 mg Compared to Placebo When Used in Combination With Sitagliptin in Subjects With Type 2 Diabetes",TERMINATED,2013-05,2014-03,2016-06-01,INTERVENTIONAL,PHASE3,90.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Diabetes,Placebo|TAK-875|TAK-875,DRUG,1,2,18 Years,,ALL,False,Takeda,INDUSTRY,0,86,United States|Peru|Argentina
NCT01426698,18 Month Follow Up of Preterm Infants Enrolled in the Cord Clamping Study,18 Month Follow Up of Preterm Infants Enrolled in the Cord Clamping Study,COMPLETED,2011-08,2014-12,2014-12-05,INTERVENTIONAL,PHASE2,208.0,ACTUAL,RANDOMIZED,PARALLEL,BASIC_SCIENCE,SINGLE,Developmental Delay,delayed cord clamping,PROCEDURE,1,1,24 Weeks,31 Weeks,ALL,False,University of Rhode Island,OTHER,1,1,United States
NCT05383898,Study to Evaluate D-1553 in Subjects With Lung Cancer,"A Phase 1/2, Open-Label Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Efficacy of D-1553 in Subjects With Advanced or Metastatic Solid Tumors",COMPLETED,2021-03-16,2024-05-17,2024-10-15,INTERVENTIONAL,PHASE1|PHASE2,225.0,ACTUAL,NON_RANDOMIZED,SEQUENTIAL,TREATMENT,NONE,NSCLC,D-1553,DRUG,3,1,18 Years,,ALL,False,"InventisBio Co., Ltd",INDUSTRY,0,2,China
NCT03701763,Efficacy and Safety Study of Apremilast (CC-10004) in Pediatric Subjects From 6 Through 17 Years of Age With Moderate to Severe Plaque Psoriasis,"A PHASE 3, MULTI-CENTER, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED STUDY TO ASSESS THE EFFICACY AND SAFETY OF APREMILAST (CC-10004) IN PEDIATRIC SUBJECTS FROM 6 THROUGH 17 YEARS WITH MODERATE TO SEVERE PLAQUE PSORIASIS",COMPLETED,2018-12-19,2023-03-27,2024-12-16,INTERVENTIONAL,PHASE3,245.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Psoriasis,Apremilast (CC-10004)|Placebo,DRUG|OTHER,1,29,6 Years,17 Years,ALL,False,Amgen,INDUSTRY,0,99,Canada|United States|Italy|Belgium|Spain|Russia|France|Israel|Netherlands|Czechia
NCT04717193,Laparoscopically Guided Rectus Sheath Block in Pediatric Appendicitis,Laparoscopically Guided Rectus Sheath Block in Pediatric Appendicitis - a Randomized Control Trial,COMPLETED,2021-05-28,2023-04-17,2024-03-12,INTERVENTIONAL,PHASE2,42.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,TRIPLE,Appendicitis Acute,Rectus Sheath Block with 0.25% bupivicaine with 1:200 000 epinephrine|Local Anesthetic Infiltration with 0.25% bupivicaine with 1:200 000 epinephrine,PROCEDURE|DRUG,1,4,8 Years,17 Years,ALL,False,University of Alberta,OTHER,0,1,Canada
NCT01807221,Phase IIb Safety and Efficacy Study of Different Oral Doses of BAY94-8862 in Subjects With Worsening Chronic Heart Failure and Left Ventricular Systolic Dysfunction and Either Type 2 Diabetes Mellitus With or Without Chronic Kidney Disease or Chronic Kidney Disease Alone,"A Randomized, Double-blind, Double-dummy, Multi-center Study to Assess Safety and Efficacy of Different Oral Doses of BAY94-8862 in Subjects With Emergency Presentation at the Hospital Because of Worsening Chronic Heart Failure With Left Ventricular Systolic Dysfunction and Either Type 2 Diabetes Mellitus With or Without Chronic Kidney Disease or Chronic Kidney Disease Alone Versus Eplerenone",COMPLETED,2013-06-17,2014-12-09,2021-07-06,INTERVENTIONAL,PHASE2,1066.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Heart Failure,Finerenone (BAY94-8862)|Placebo|Inspra (eplerenone),DRUG,1,7,18 Years,,ALL,False,Bayer,INDUSTRY,0,172,Canada|United States|Spain|Hungary|Lithuania|Finland|Italy|Australia|France|Austria|Norway|South Korea|Taiwan|Poland|Germany|Israel|South Africa|Czechia|Sweden|Bulgaria|Denmark|Portugal|Netherlands|Turkey (Türkiye)|Greece
NCT02093221,Study of Human Plasma-Derived Alpha1-Proteinase Inhibitor in Subjects With New-Onset Type 1 Diabetes Mellitus,"A Multicenter, Randomized, Partial-Blinded, Placebo-Controlled Study to Evaluate the Safety and Efficacy of a Human Plasma-Derived Alpha1-Proteinase Inhibitor in Subjects With New-Onset Type 1 Diabetes Mellitus",TERMINATED,2014-03,2017-06,2018-09-05,INTERVENTIONAL,PHASE2,76.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Type 1 Diabetes Mellitus,180 mg/kg Alpha1-PI|90 mg/kg Alpha1-PI|Placebo,BIOLOGICAL,1,5,6 Years,35 Years,ALL,False,Grifols Therapeutics LLC,INDUSTRY,0,36,United States
NCT05370521,A Study of Safety and Efficacy of Tildacerfont in Females With Polycystic Ovary Syndrome and Elevated Adrenal Androgens,"A Randomized, Placebo-Controlled, Dose Escalation Study to Evaluate the Safety and Efficacy of Tildacerfont in Adult Subjects With Polycystic Ovary Syndrome (PCOS) and Elevated Adrenal Androgens",TERMINATED,2022-05-15,2023-08-31,2025-10-09,INTERVENTIONAL,PHASE2,27.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,TRIPLE,Polycystic Ovary Syndrome,Tildacerfont|Placebo,DRUG,1,3,18 Years,40 Years,FEMALE,False,Spruce Biosciences,INDUSTRY,0,21,United States
NCT04046614,Feasibility and Safety of Nintedanib in Combination With Nivolumab in Pretreated Patients With Advanced or Metastatic NSCLC of Adenocarcinoma Histology,Feasibility and Safety of Nintedanib in Combination With Nivolumab in Pretreated Patients With Advanced or Metastatic NSCLC of Adenocarcinoma Histology - An AIO Phase Ib Trial,COMPLETED,2018-05-25,2023-09-15,2024-02-06,INTERVENTIONAL,PHASE1|PHASE2,56.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Adenocarcinoma of the Lung,nintedanib-nivolumab combination therapy,DRUG,3,7,18 Years,,ALL,False,AIO-Studien-gGmbH,OTHER,0,1,Germany
NCT07186114,A Prospective Study on the Therapeutic Outcomes of Mebo and Tantum Verde in Patients With Oral Mucositis,A Prospective Study on the Therapeutic Outcomes of Mebo and Tantum Verde in Patients With Oral Mucositis,COMPLETED,2023-03-01,2024-12-14,2025-09-22,INTERVENTIONAL,PHASE3,36.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Oral Mucositis (Ulcerative) Due to Radiation,MEBO Wound Ointment (MEBO)|Tantum Verde® mouthwash,DRUG,1,0,18 Years,,ALL,False,Cairo University,OTHER,0,2,Egypt
NCT03345914,Study to Investigate the Efficacy and Safety of Dupilumab Administered With Topical Corticosteroids (TCS) in Participants ≥6 to <12 Years With Severe Atopic Dermatitis (AD),"A Randomized, Double-blind, Placebo-controlled Study to Investigate the Efficacy and Safety of Dupilumab Administered Concomitantly With Topical Corticosteroids in Patients, ≥6 Years to <12 Years of Age, With Severe Atopic Dermatitis",COMPLETED,2017-11-17,2019-09-10,2020-08-13,INTERVENTIONAL,PHASE3,367.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,"Dermatitis, Atopic",Dupilumab|Matching Placebo|Background Treatment: Topical Corticosteroids|Background Treatment: Moisturizers,DRUG|OTHER,1,21,6 Years,11 Years,ALL,False,Regeneron Pharmaceuticals,INDUSTRY,1,61,Canada|United States|United Kingdom|Poland|Germany|Czechia
NCT02157506,A Dose Ranging Phase IIa Study of 6 Hour Intravenous Dosages of CXL-1427 in Patients Hospitalized With Heart Failure,"A Phase IIa Study of the Safety, Tolerability and Hemodynamic Effects of a Continuous 6 Hour Intravenous Infusion of CXL-1427 in Hospitalized Patients With Systolic Heart Failure",COMPLETED,2014-06-30,2015-07-31,2019-07-31,INTERVENTIONAL,PHASE2,70.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,TRIPLE,Heart Failure|Decompensated Heart Failure|Acute Heart Failure,CXL-1427|Placebo,DRUG,4,6,18 Years,85 Years,ALL,False,Bristol-Myers Squibb,INDUSTRY,1,35,United States|Russia|Poland|Germany|Jordan
NCT04229706,A Study of Xiangjurupining Capsule in the Treatment of Hyperplasia of Breast (Liver Stagnation and Phlegm Coagulation),"A Randomized, Double-blind, Placebo-controlled, Multicenter Phase II Clinical Study on the Efficacy and Safety of Xiangjurupining Capsule in the Treatment of Hyperplasia of Breast (Liver Stagnation and Phlegm Coagulation)",COMPLETED,2019-12-31,2022-01-15,2024-09-05,INTERVENTIONAL,PHASE2,180.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Hyperplasia of Breast,High dose Xiang Ju Ru Pi Ning capsule|Low dose Xiang Ju Ru Pi Ning capsule|Xiang Ju Ru Pi Ning capsule placebo,DRUG,5,0,18 Years,50 Years,FEMALE,False,"Tasly Pharmaceutical Group Co., Ltd",INDUSTRY,0,8,China
NCT02647684,Triple P for Parents of Children With a Diagnosis of Cancer,Triple P for Parents of Children With a Diagnosis of Cancer,COMPLETED,2016-01,2016-08,2016-10-25,INTERVENTIONAL,PHASE1|PHASE2,4.0,ACTUAL,,SINGLE_GROUP,SUPPORTIVE_CARE,NONE,Cancer,Self-Directed Triple P,BEHAVIORAL,1,4,18 Years,100 Years,ALL,False,University of Manchester,OTHER,1,1,United Kingdom
NCT05351684,Effect of Dolutegravir Intensification on HIV-1 Reservoirs,Effect of Dolutegravir Intensification on Blood and Tissue Latent HIV-1 Reservoirs and on Residual Viremia Despite ART,COMPLETED,2019-01-01,2022-12-13,2022-12-15,INTERVENTIONAL,PHASE2,20.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,HIV-1-infection,Dolutegravir 50 MG,DRUG,1,5,18 Years,,ALL,False,University of Liege,OTHER,0,1,Belgium
